DATE,AMAT,AMGN,CAT,DD,G,GENZ,GM,HON,KR,LLTC,MSFT,ORCL,PG,PHA,SO,TXN,UTX,WM,WYE,YHOO,market,t90
1/31/1997,0.373913,0.03678161,0.03687708,0.1646746,0.06340836,0.2873563,0.05829597,0.05037313,0.02688172,0.1122507,0.2344932,-0.06886227,0.07498258,-0.02893891,-0.01878453,0.2294118,0.05283019,0.2597403,0.08102345,0.9926471,0.05303223,0.004517
2/28/1997,0.02531646,0.08425721,0.00805153,-0.01646522,-0.04090909,-0.08035714,-0.01059322,0.03033748,0.1099476,-0.06666667,-0.04411765,0.009646302,0.03891892,-0.03245033,-0.005714286,-0.01594896,0.08329749,-0.0264672,0.01633136,-0.1070111,-8.85E-04,0.003902
3/31/1997,-0.08395062,-0.08588957,0.0255591,-0.01165501,-0.0821485,-0.1262136,-0.04319654,-0.01384083,-0.03773585,-0.02747253,-0.05961538,-0.01751592,-0.04474506,0.05154639,-0.02873563,-0.02696921,0.006644518,-0.08628841,-0.0625,-0.07024793,-0.04439856,0.004282
4/30/1997,0.1832884,0.05369128,0.1140187,0.001179245,0.1733563,0.02777778,0.04514673,0.01403509,0.07843138,0.1367232,0.3251534,0.03079417,0.09978213,0.1143791,-0.03550296,0.1919867,-0.001650165,0.02737387,0.1020833,0.2133333,0.04247195,0.004844
5/30/1997,0.1890661,0.1358811,0.09691011,0.02949352,0.04558824,0.03243243,0,0.06588235,-0.05909091,-0.002487562,0.02057613,0.172956,0.09642147,0.03601173,0.05276074,0.005602241,0.06690909,0.1265823,0.1555388,-0.05494506,0.07126224,0.004837
6/30/1997,0.08524904,-0.1308411,0.09987196,0.1576525,0.06610408,0.1623037,-0.02832244,0.09446254,0.120773,0.03241895,0.01915323,0.08042896,0.02447869,-0.02130682,0.03550296,-0.06147632,0.03265941,0.07415731,0.006578947,0.09302326,0.04420104,0.004228
7/31/1997,0.2974404,0.01182796,0.04772992,0.0666004,0.04712401,-0.006987535,0.1098655,0.09821428,0.01939655,0.2934299,0.1196835,0.08064516,0.08056637,0.1552975,0.01771428,0.3680297,0.0188253,0.1614226,0.07761438,0.6028369,0.0763189,0.00453
8/29/1997,0.02721088,-0.1572795,0.03683036,-0.06613234,-0.1628788,0.03211009,0.02222222,-0.1021951,0.01902748,-0.01962617,-0.06581272,0.05051665,-0.1248973,-0.1136181,-0.03988604,-0.01195652,-0.07320029,-0.1338156,-0.1216376,0.05309734,-0.03644343,0.004337
9/30/1997,0.009271523,-0.03278688,-0.07104413,-0.01203611,0.04147813,0.05777778,0.06673307,0.02952309,0.002074689,0.04861773,9.46E-04,-0.04426229,0.03755869,-0.03103204,0.07121662,0.1808141,0.0376301,0.1649269,0.01388889,0.2636555,0.05802652,0.004863
10/31/1997,-0.2992126,0.0273794,-0.04519119,-0.07614213,0.03435192,-0.07983194,-0.0410831,-0.1529412,0.08074534,-0.08458181,-0.01747756,-0.01801029,-0.01172851,0.09615385,0.03102493,-0.2038246,-0.1358025,-0.01480287,0.01541096,-0.1253117,-0.0341217,0.004169
11/28/1997,-0.01123596,0.03807107,-0.06463414,0.07037362,0.03649123,-0.02054795,-0.04284323,0.03486111,0.05555556,0.02385686,0.08846154,-0.06899563,0.1204044,0.02263158,0.04632153,-0.06971294,0.07496428,0.01004566,-0.05237774,0.1660727,0.0311146,0.003986
12/31/1997,-0.08712121,0.05867971,0.01173403,-0.008255934,0.08801625,0.03496503,0.05803648,0.04545455,0.06715064,-0.1048544,-0.08657244,-0.3302064,0.04757999,-0.03862661,0.078125,-0.09148615,-0.02835696,-0.07685353,0.0957923,0.3545232,0.0180409,0.005112
1/30/1998,0.08921162,-0.07621247,-0.005154639,-0.05723205,-0.01714997,-0.03828829,-0.04629629,0.003220612,0.06462585,0.1507158,0.1542553,0.04201681,-0.0148473,0.1294643,-0.04743961,0.2138889,0.1158798,0.01140059,0.247549,-0.08483755,0.004423877,0.004677
2/27/1998,0.1219048,0.0625,0.1367188,0.08834437,0.0964467,0.1077283,0.1984898,0.09695024,0.07987221,0.1433962,0.1361542,0.05913978,0.08293461,0.07836627,0.01542416,0.0617849,0.1030462,0.04474708,-0.01317616,0.1548323,0.0728278,0.003693
3/31/1998,-0.04074703,0.1458824,0.009163803,0.1090724,0.09895834,0.08245243,-0.01722575,-0.01321586,0.09319527,-0.08910891,0.0560472,0.2817259,-0.005891016,0.01711491,0.121519,-0.06681035,0.03358992,0.06843575,0.01733333,0.263023,0.0513578,0.004878
4/30/1998,0.02300885,-0.02053388,0.03859251,0.07077206,-0.02523433,-0.03320312,-0.005535055,0.04315476,-0.09336942,0.1675362,0.00698324,-0.180198,-0.02293333,0.01682692,-0.03079007,0.1863279,0.06635071,-0.01891067,-0.02359109,0.2866802,0.01093492,0.004626
5/29/1998,-0.1141869,0.01467505,-0.03512624,0.0648927,0.0146183,-0.1151515,0.0742115,-0.02082739,0.02537313,-0.1312112,-0.05894591,-0.08695652,0.02053232,0.0478487,0.002358491,-0.1978558,-0.04142222,0.008028546,0.04220134,-0.0793484,-0.02544966,0.004217
6/30/1998,-0.078125,0.08057851,-0.03697383,-0.03238866,-0.02881537,-0.06621005,-0.07043478,0.0380117,-0.001455604,-0.1376229,0.2778187,0.03968254,0.08569299,0.009029346,0.04235294,0.1336574,-0.01595745,-0.07743363,0.07115136,0.4383562,0.03270055,0.004381
7/31/1998,0.1355932,0.123327,-0.0776137,-0.1698745,-0.07912088,0.2310513,0.08231992,-0.01971831,0.1034985,-0.007129534,0.01441753,0.07888041,-0.1269321,0.01342282,-0.06690745,0.01967846,0.03648649,-0.07581698,-0.004830918,0.1551587,-0.02309545,0.004372
8/31/1998,-0.266791,-0.1710638,-0.1340206,-0.0608871,-0.2129187,-0.142006,-0.1892826,-0.2077586,-0.04887715,-0.2142111,-0.1273451,-0.2476415,-0.03431953,-0.02816777,0.1029412,-0.2021053,-0.2394003,-0.198748,-0.02252427,-0.2414978,-0.1568507,0.00451
9/30/1998,0.02798982,0.2412731,0.05952381,-0.02807775,-0.06990881,0.337963,-0.05591398,0.03096539,0.1111111,0.06382979,0.1472313,0.460815,-0.07026144,0.02272727,0.04666667,0.1187335,0.05340224,0.0546875,0.04987531,0.8768116,0.0641446,0.005102
10/30/1998,0.3737624,0.03970223,0.01657303,0.02666667,0.1814379,0.1643599,0.1514806,0.1007067,0.11,0.1939,-0.03804656,0.01502146,0.2509315,-0.2777778,-0.0310828,0.2079717,0.2461161,0.1157778,-0.07007126,0.01037645,0.07438684,0.003809
11/30/1998,0.1171171,-0.04216388,0.1001391,0.02554112,0.01941748,0.0188707,0.1137488,0.1338684,-0.04391892,0.1750524,0.1523023,0.1585624,-0.01198027,0.1161231,0.04656319,0.1945259,0.1291076,0.03505843,0.09527458,0.4673991,0.06180307,0.003565
12/31/1998,0.1016129,0.3895349,-0.06953224,-0.09872612,0.04081633,0.1827637,0.02415027,0.007102273,0.1401649,0.2783229,0.1367828,0.2591241,0.04208274,0.04827586,-0.01483051,0.1211129,0.01457726,-0.009677419,0.05620609,0.2340495,0.06330975,0.003951
1/29/1999,0.4802343,0.2223551,-0.05190217,-0.03533569,0.2261961,0.09547739,0.2541485,-0.1198872,0.04958678,0.1368597,0.2618296,0.284058,-0.001670089,0.00131579,-0.0615914,0.1557372,0.09827586,0.100456,0.04101996,0.49512,0.03828891,0.003572
2/26/1999,-0.1196835,-0.02298288,0.05194805,0.009279609,-0.07799146,-0.1743119,-0.07451253,0.06525641,0.01870079,-0.1388206,-0.1421429,0.009029346,-0.01513067,-0.04141919,-0.06960557,-0.09797724,0.04016745,-0.04761905,0.01767838,-0.1333804,-0.03787031,0.003042
3/31/1999,0.1089888,0.1991992,0.008230452,0.1315469,0.1019699,0.1208333,0.05435276,0.1888217,-0.07439613,0.1697575,0.194005,-0.2919463,0.09427375,0.008230452,-0.06982543,0.1128241,0.09334006,0.021875,0.09663866,0.09690554,0.03799771,0.004331
4/30/1999,-0.1306991,-0.1794658,0.4078912,0.2174381,-0.1194953,-0.2515489,0.0237069,0.1944091,-0.09290188,0.1105366,-0.09274756,0.02606635,-0.03920868,-0.01496599,0.1752279,0.02982368,0.06968158,0.01198777,-0.0651341,0.03749072,0.04883058,0.003557
5/28/1999,0.02564103,0.02950153,-0.1475728,-0.06931919,-0.02275449,0.07450331,-0.07125331,-0.00880851,0.07825086,-0.06813187,-0.007686395,-0.08314088,-0.004663558,-0.08220994,0.04849885,0.07099143,-0.140742,-0.07142857,-0.05163934,-0.1527728,-0.02083547,0.003504
6/30/1999,0.3431818,-0.03754941,0.09339408,0.04393505,-0.1960784,0.2134063,-0.04347826,0.08503768,-0.04589114,0.2688679,0.1177382,0.4962217,-0.04417671,-0.04668675,-0.0660793,0.3165714,0.1601208,-0.06873977,-0.004338395,0.1638514,0.05088444,0.004475
7/30/1999,-0.02622673,0.2628337,-0.0175,0.0558097,0.06762195,0.1662371,-0.07386363,0.02678571,-0.05369128,-0.0867658,-0.04851005,0.02525252,0.01829132,-0.007898894,0.007924529,5.90E-04,-0.07378472,-0.02811951,-0.1111111,-0.20791,-0.03063557,0.004142
8/31/1999,-0.01216334,0.08211382,-0.03411514,-0.1164645,0.06876791,-0.002209945,0.09202454,-0.04761353,-0.1252955,0.02545825,0.07865987,-0.0410509,0.09592823,0.04853503,0.02606635,0.1397569,-0.005435801,-0.07468124,-0.1818627,0.08108108,-0.01008946,0.00417
9/30/1999,0.09322779,-0.0202855,-0.03200883,-0.04536489,-0.272118,-0.2015504,-0.05,-0.02441506,-0.04594595,-0.06603774,-0.02160702,0.2465753,-0.05541562,-0.1322188,-0.04849885,0.002284844,-0.1030246,-0.07874016,0,0.2169491,-0.02285367,0.004565
10/29/1999,0.156074,-0.02147239,0.01505131,0.06508265,0.07248618,-0.1511789,0.1191658,-0.05005214,-0.05665722,0.1904732,0.0220842,0.04532967,0.12208,0.0788091,0.04456311,0.09170213,0.02002108,0.2375214,0.2590362,-0.002437326,0.06223235,0.00394
11/30/1999,0.0848991,0.1426332,-0.1615819,-0.07216295,0.1068965,-0.05882353,0.02928128,0.05677278,0.02402402,0.01608579,-0.01637407,0.4257556,0.03456496,0.09655844,-0.12,0.07033426,-0.06280991,-0.1930435,-3.83E-04,0.1881326,0.03595485,0.004302
12/31/1999,0.3001924,0.3182442,0.0148248,0.108307,0.02647975,0.25,0.009548611,-0.03854167,-0.1143695,0.00703606,0.2823065,0.6525345,0.009792627,-0.16,0.005347594,0.005855563,0.1504425,-0.1077586,-0.2451923,1.033784,0.08294688,0.004551
1/31/2000,0.08337445,0.0603538,-0.09136786,-0.1043643,-0.0829135,0.1555556,0.1083405,-0.1679307,-0.0794702,0.3237031,-0.1616702,-0.1084774,-0.07466058,-0.005291005,0.0930851,0.1155757,-0.1855769,-0.008888888,0.1990446,-0.2556695,-0.04035191,0.004339
2/29/2000,0.332878,0.07065751,-0.173785,-0.1381356,-0.06312292,0.1045673,-0.04965089,0.006510417,-0.1402878,0.1082508,-0.08684547,0.4863935,-0.1304886,0.1019149,-0.1232117,0.5417634,-0.03400236,-0.1280788,-0.07081009,-0.008344654,0.02874039,0.004262
3/31/2000,0.03040656,-0.09990834,0.1247772,0.04826733,0.06914894,-0.1273123,0.08874281,0.0948052,0.1757322,0.048243,0.1888112,0.0513468,-0.3570412,0.3272786,-0.01971831,-0.03686983,0.2404908,0.1977401,0.2356322,0.07318982,0.05640326,0.004793
4/28/2000,0.08023873,-0.08757637,0.008240887,-0.1038961,-0.01393035,-0.02618454,0.130566,0.0628707,0.0569395,0.03918182,-0.3435294,0.02401922,0.06318584,-0.03033981,0.161954,0.01823438,-0.01582591,-0.02518868,0.04651163,-0.2399708,-0.05872428,0.004941
5/31/2000,-0.1798649,0.1361607,-0.03011093,0.04031621,-0.09797297,0.1638924,-0.2403204,-0.02008929,0.07070707,0.03391685,-0.1030466,-0.10086,0.1129707,0.04005006,0.04010025,-0.1128166,-0.02492462,0.1246944,-0.03813333,-0.1319578,-0.03799915,0.006164
6/30/2000,0.08532934,0.1041257,-0.1143791,-0.1071429,0.04681648,0.04620462,-0.1778761,-0.384,0.1100629,0.08253969,0.2787213,0.1695652,-0.1390978,-0.002503009,-0.1012048,-0.04930796,-0.02585315,0.004347826,0.09048724,0.09563295,0.05081543,0.004348
7/31/2000,-0.1627586,-0.07562277,0.01557196,0.03571429,-0.1599141,0.168244,-0.01937567,0.009276438,-0.06232294,-0.1358749,-0.1273437,-0.1055762,-4.37E-04,0.0592503,0.04825737,-0.1452812,-0.008492569,0.1225974,-0.09680851,0.03884965,-0.01747009,0.004468
8/31/2000,0.1375618,0.1674687,0.07889909,-0.001931035,0.02783726,0.0810081,0.2766191,0.1397059,0.09667674,0.3025792,0,0.2094763,0.08681319,0.06963471,0.2387724,0.1405751,0.07301927,0.08949416,0.02553592,-0.05585236,0.0759553,0.005156
9/29/2000,-0.3128168,-0.07893652,-0.08163265,-0.07660167,0.02916667,-0.09159034,-0.0995671,-0.07617504,-0.005509642,-0.09991312,-0.1360788,-0.1340206,0.08392315,0.02774813,0.08350731,-0.2950514,0.1091091,0.1375,0.0438293,-0.2510288,-0.05132193,0.005281
10/31/2000,-0.1043203,-0.1702842,0.04896296,0.09502263,0.1348178,0.04124656,-0.04423077,0.5105263,0,-0.002432432,0.1419689,-0.1619048,0.07145523,-0.08419523,-0.09441233,0.04018543,0.008122744,0.1127159,0.1226519,-0.3557692,-0.02361391,0.005153
11/30/2000,-0.2388235,0.09816613,0.1212121,-0.05977961,-0.02867384,0.2367958,-0.195171,-0.09059233,0.1745152,-0.267183,-0.1669692,-0.1969697,0.04811899,0.1090909,0.08587234,-0.2394904,0.017547,0.03267045,-0.04952756,-0.3240938,-0.1012908,0.005308
12/29/2000,-0.05564142,0.004911591,0.2034976,0.1418021,0.06642067,0.02419929,0.0290404,-0.02948718,0.02122642,-0.02245707,-0.2440087,0.09669811,0.0475793,0,0.05346535,0.2696818,0.1103266,0.1678129,0.05696464,-0.2413249,0.01949199,0.005512
1/31/2001,0.3175123,0.09970675,-0.05817699,-0.09526522,-0.1202076,-0.03752606,0.05423314,-0.001321004,-0.09284067,0.3547027,0.407781,0.002150538,-0.07964945,-0.07967212,-0.122406,-0.07501321,-0.04635926,-0.08485277,-0.07002362,0.2411642,0.03843093,0.0069
2/28/2001,-0.1602484,0.02488889,-0.05924927,0.007549749,0.02814666,0.01588448,0.002234617,-0.007037047,-0.01262727,-0.3672655,-0.03377687,-0.3476395,-0.01865251,-0.07711531,0.07213847,-0.3253425,0.04207789,0.06466319,0.04906941,-0.361809,-0.0977988,0.003967
3/30/2001,0.0295858,-0.1647875,0.06682698,-0.06843667,-0.04121803,0.02720684,-0.02756942,-0.1268992,0.06394394,0.0362776,-0.07309322,-0.211579,-0.1120568,-0.02572537,0.1337641,0.04839257,-0.05917084,0.06579718,-0.04889106,-0.3385827,-0.06893539,0.004678
4/30/2001,0.2551724,0.01582553,0.1388012,0.1103194,-0.08493742,0.2063545,0.05708781,0.1980393,-0.1240791,0.1708981,0.2388572,0.07877172,-0.03514376,0.0399047,0.08280193,0.249879,0.06521144,-0.08200913,-0.01702128,0.2812698,0.08334619,0.00447
5/31/2001,-0.08553111,0.08570491,0.07888445,0.03452098,0.02009872,-0.01862897,0.04725415,-0.009819957,0.1040283,-8.33E-04,0.02110702,-0.0532178,0.06977516,-0.07079979,0.02073542,-0.1183463,0.06986418,0.0700981,0.1000866,-0.1025768,0.01088535,0.003911
6/29/2001,-0.01662331,-0.08586919,-0.07588627,0.03965518,0.002073953,0.1408266,0.1309314,-0.2770661,0.002405752,-0.07874998,0.05521827,0.2418301,-0.006849294,-0.05374795,-0.01231949,-0.06506446,-0.1206337,0.05418305,-0.07187992,0.10381,-0.01726638,0.003001
7/31/2001,-0.06598774,0.03345416,0.1078921,-0.1123549,-0.0330286,-0.08196721,-0.01165501,0.05908823,0.05440002,-0.01447308,-0.09328764,-0.04842106,0.1191222,-0.02600657,0.01075269,0.08217086,0.001910993,0.08521974,0.02655322,-0.1185592,-0.0178269,0.003305
8/31/2001,-0.06040123,0.02535487,-0.09255896,-0.03503032,0.09974879,0.01142856,-0.1312893,0.01566312,0.009863438,-0.05644791,-0.1380874,-0.3246681,0.04407216,-0.1125056,2.13E-04,-0.04057975,-0.06505449,-0.07601189,-0.0676505,-0.3269013,-0.0590489,0.003284
9/28/2001,-0.3399861,-0.08600315,-0.104,-0.08420797,-0.02773248,-0.1980933,-0.2164383,-0.2914653,-0.07438022,-0.201558,-0.1030675,0.03030302,-0.01834121,0.0242425,0.03495898,-0.2453172,-0.3201754,0.0277778,0.04017857,-0.2571669,-0.09073253,0.004224
10/31/2001,0.1993671,-0.03318021,0.00602683,0.06583159,0.04874164,0.1878028,-0.03682988,0.1193182,-0.007305207,0.1841463,0.1364081,0.07790147,0.01882124,0.002342187,-0.00333611,0.1213471,0.1589247,-0.2091996,-0.04154503,0.2349602,0.02721858,0.002545
11/30/2001,0.1650543,0.1691306,0.0603756,0.1175293,0.05178516,0.01241887,0.2149081,0.1278342,0.03515947,0.05747421,0.1042132,0.03466072,0.04987802,0.0957552,-0.0341004,0.1450518,0.1212656,0.03610468,0.08060177,0.4310661,0.07823673,0.002106
12/31/2001,0.009058801,-0.1503839,0.1018558,-0.04127203,0.02140675,0.09593559,-0.02213284,0.02051902,-0.1757503,-0.04850104,0.03177077,-0.01568064,0.02155949,-0.03941441,0.1142857,-0.126365,0.07358798,0.04539642,0.02096509,0.1393706,0.01756852,0.001592
