DATE,GHI,PBCI,BY,SPNC,ZIF,NHC,NXR,HMSY,MPR,PRCP,EVST,XLA,WSTL,GAIT,JOUT,IIVI,DMCO,FNIS,IOMT,FBCI,market,t90
1/31/1997,0.02765048,-0.0125,-0.0130719,0.1641791,0.04364912,0.0286533,-0.004036036,-0.1160714,0.01851852,0.04379562,0.05084746,-0.02857143,-0.3661202,0.2,0.01886792,0.1553398,0.06451613,-0.1111111,-0.02777778,0.03411765,0.05303223,0.004517
2/28/1997,0.03664762,0.006329114,-0.05298013,-0.2435897,0.008271187,0.01949861,0.0232,-0.3535354,0.009090909,-0.09090909,-0.02419355,0.4705882,-0.2931035,0.01666667,-0.05555556,-0.1512605,0.2727273,-0.0625,0.00952381,0.1285714,-8.85E-04,0.003902
3/31/1997,-0.02918519,0,0.0979021,-0.3050847,-0.008677966,-5.46E-04,-0.04864286,-0.1875,-0.09009009,-0.1923077,-0.008264462,-0.16,0.3048781,-0.06557377,-0.04901961,-0.01980198,-0.2380952,0.2,0.5471698,-0.003164557,-0.04439856,0.004282
4/30/1997,0.037,-0.04458599,0.05095541,0,-0.008827586,-0.08033241,0.03350943,-0.1538462,0.02138614,0.07619048,-0.01666667,-0.02380952,0.2897196,-0.01754386,-0.005154639,-0.2626263,0,0.1111111,-0.02439024,-0.04355555,0.04247195,0.004844
5/30/1997,0.02661682,0.08,0.05454545,-0.07317073,0.04364912,0.07680723,0.00506422,0.02272727,0.1683168,0,-0.5254237,0.2682927,0.173913,0.01785714,0.03626943,0.06849315,-0.125,1.1,0.2,0.03333334,0.07126224,0.004837
6/30/1997,0.0307156,0.04938272,0.06896552,0.3421053,0.05064407,0.01202797,0.03258716,-0.1888889,0.02542373,-0.03982301,-0.1785714,0.1923077,0.2345679,0.0877193,0.03,0.07692308,-0.07142857,0.1904762,0,-0.04516129,0.04420104,0.004228
7/31/1997,0.0255426,-0.01785714,0.06182796,-0.2156863,0.0323252,0.1176471,0.02278571,0.3287671,0.05785124,0.2119816,-0.07608695,-0.1774193,-0.2525,0.06451613,0.1553398,0.1666667,0,0.84,-0.125,0.152973,0.0763189,0.00453
8/29/1997,-0.02336564,0.006060606,0.2253164,0.375,0.02361905,0.05513784,0.004842105,0.443299,0.01953125,-0.2015209,-0.2705882,0.01960784,0.2040134,-0.1060606,-0.07563026,0.04081633,-0.03846154,0.04347826,1.190476,0,-0.03644343,0.004337
9/30/1997,0.04407273,0.1566265,0.05371901,0.3454545,0.007875,0.1372922,0.00922807,-0.04285714,0.1264368,0.1380952,0.03225806,0.1538462,-0.01388889,-0.01694915,0.1636364,0.03921569,0.12,-0.04166667,0.02173913,0.1941177,0.05802652,0.004863
10/31/1997,-0.0934386,0.04210526,-0.09705883,-0.1351351,0.0235,-0.03375527,0.009187773,-0.2238806,-0.08843537,-0.1924686,-0.3125,-0.1666667,-0.2056338,-0.03448276,-0.03125,-0.02240566,-0.1428571,0.5217391,-0.0212766,-0.04857143,-0.0341217,0.004169
11/28/1997,0.04241951,-0.03535353,0.1237785,-0.0703125,0.007753846,0.006113538,0.03523478,-0.05769231,-0.0261194,-0.08290155,-0.1704545,0.32,-0.05673759,-0.08035714,0.08064516,-0.06875754,-0.1666667,-0.2142857,-0.07608695,-0.04935065,0.0311146,0.003986
12/31/1997,0.02686792,0.1518325,0.06086956,-0.1680672,0.02867692,-0.01754386,0.004658228,-0.03061225,0.01149425,-0.02259887,0.5342466,-0.1515152,-0.2330827,0.06796116,0.05223881,-0.005181347,0.05,0.09090909,-0.1529412,0.1202186,0.0180409,0.005112
1/30/1998,0.01711111,-0.1009174,-0.06010929,0.1919192,0.007636364,-0.04626624,0.02153586,0.2421053,-0.06060606,0.04046243,-0.03571429,0.07142857,0.009803922,-0.05454545,-0.09219858,-0.2083333,0.1428571,0.01666667,0.02777778,-0.0497561,0.004423877,0.004677
2/27/1998,0.0493578,0.09183674,0.07558139,-0.1864407,0.02278788,-0.03448276,-0.00786722,0.4661017,-0.008064516,-0.1166667,-0.1111111,0.01666667,-0.06796116,-0.07692308,0.0625,0.1447368,0,0.08196721,-0.2162162,0.01030928,0.0728278,0.003693
3/31/1998,0.007753304,0.08523364,0.1189189,0.02083333,-0.09719403,-0.03214286,0.008840336,0.1560694,0.01219512,0.009433962,-0.08333334,0,0.0625,0.04166667,-0.01470588,-0.02298851,0.6666667,-0.07575758,0.3793103,0.01020408,0.0513578,0.004878
4/30/1998,-0.01427313,-0.02608696,0.01690821,0.2040816,0.008133333,0.05535055,-0.02466946,-0.15,-0.01686747,-0.2398754,-0.1363636,-0.147541,-0.1862745,-0.04,-0.07462686,-0.1529412,0,0.2131148,0,0.04949495,0.01093492,0.004626
5/29/1998,-0.01459459,0.01785714,-0.03325416,-0.1779661,-2.00E-04,-0.1013986,4.48E-04,0.03529412,-0.0125,-0.1967213,-0.131579,0.1153846,-0.04819277,-0.04166667,-0.1935484,-0.1527778,-0.1,-0.03378378,0.1,-0.06763285,-0.02544966,0.004217
6/30/1998,0.003502304,-0.03403509,-0.1547912,0.02061856,0.03341176,-0.01945525,0.01776623,0.02272727,0.008438818,-0.02040816,-0.03030303,0.1034483,-0.06329114,0,0.01,-0.06557377,0.02777778,-0.1468531,-0.04545455,-0.06735751,0.03270055,0.004381
7/31/1998,-0.01962963,0.04816514,-0.1104651,-0.1414141,-0.01659016,-0.3412699,0.04317949,-0.25,-0.1380753,-0.4583333,-0.09375,-0.1875,-0.2162162,-0.04347826,0.01980198,-0.2149123,-0.1756757,-0.008196721,-0.04761905,-0.003888889,-0.02309545,0.004372
8/31/1998,-0.2725714,-0.1597374,-0.03921569,-0.2470588,-0.2354958,0.04216867,0.00454321,-0.2296296,-0.131068,-0.03846154,-0.3793103,0,-0.2241379,-0.02272727,-0.184466,-0.1843575,-0.147541,-0.3719008,-0.4,-0.09243698,-0.1568507,0.00451
9/30/1998,0.1772185,0.1158333,-0.3095238,-0.125,0.1325333,0.06358381,0.04158025,0.1826923,0.005586592,-0.04,-0.1805556,-0.03846154,-0.1111111,0.02325581,-0.08333334,-0.1712329,-0.07692308,0,0,0.04320988,0.0641446,0.005102
10/30/1998,0.05545454,-0.1037736,0.3497537,0.2767857,0.04879208,-0.138587,-0.003555556,-0.1056911,0.09444445,-0.05208333,0.3220339,-0.04,-0.25,0,-0.1168831,0.07438017,0.125,0.3421053,0.1666667,-0.01301775,0.07438684,0.003809
11/30/1998,0.01413043,0.01052632,-0.04744526,-0.06293707,0.0183619,-0.2397476,-0.019648,0,0.106599,0.3186813,-0.1538462,0.2916667,0.6166667,-0.04545455,0.1176471,0.01538462,0.4814815,0,0.08928572,0.1114458,0.06180307,0.003565
12/31/1998,-0.06016865,0.006458333,-0.07662835,0.3432836,-0.08558491,0.02904564,0.02085246,0.1454545,-0.08256881,-0.1166667,6.878788,-0.03225806,-0.1958763,0.2857143,-0.02631579,-0.04545455,-0.25,0.2156863,-0.2131148,0.05149052,0.06330975,0.003951
1/29/1999,0.01538462,0.005235602,-0.09958506,0.1555556,0.009666666,-0.2096774,-0.03996774,-0.01587302,-0.075,0.2264151,-0.2923077,0.03333334,0.3846154,-0.07407407,0.02702703,0.2063492,-0.06666667,0.2258064,0.1666667,0.03030928,0.03828891,0.003572
2/26/1999,0.04470588,-0.03125,-0.03225806,0,0.009666666,-0.1530612,0.03412658,-0.3145161,-0.005405406,-0.3769231,-0.423913,0.03225806,-0.2407407,0.2,-0.1447368,-0.02631579,0.07142857,-0.1184211,-0.1517857,-0.005025126,-0.03787031,0.003042
3/31/1999,0.03181818,0.02688172,0.004761905,-0.1346154,-0.0115,-0.2168675,0.004459016,-0.1058824,-0.04347826,-0.2777778,-0.1698113,0.1875,-0.1402439,-0.03333334,-0.2,-0.1621622,0.2,0.1940299,-0.2421053,-0.06565657,0.03799771,0.004331
4/30/1999,0.04222222,-0.02387268,0.1374408,-0.08888889,-0.001106383,0,-0.007836065,-0.02631579,0.08590909,0.4871795,0,4.526316,0.4326241,-0.1724138,0.3461539,0.2177419,-0.1111111,0.25,-0.02777778,-0.01145946,0.04883058,0.003557
5/28/1999,-0.002150537,0.002717391,-0.05,0.02439024,0.04189247,-0.1384615,-0.05772614,0.2162162,0.1290323,-0.05747126,0,-0.1261905,0.0990099,-0.02083333,0,-0.03311258,0.4375,-0.235,-0.02857143,0.01648352,-0.02083547,0.003504
6/30/1999,0.008695653,-0.01084011,0,0.07142857,-0.01183333,0.1428571,0.0180885,-0.02222222,-0.04761905,-0.1097561,0.02272727,-0.1825613,0.004504505,0.1489362,0.04285714,0.04109589,0.08695652,0.2091503,0.05882353,-0.07297298,0.05088444,0.004475
7/30/1999,-0.002173913,0.02222222,-0.1666667,0.06666667,0.01982979,-0.125,-0.01708297,0.09090909,0.005,0.1917808,0.1555556,0.3933333,0.2735426,0,0.03424658,0.2631579,0.2,-0.09189189,0.1111111,-0.04443149,-0.03063557,0.004142
8/31/1999,-0.04065934,-0.01630435,-0.2736842,0.4583333,-0.02248421,-0.07142857,-0.008535714,-0.1666667,-0.03840796,-0.2241379,-0.1923077,0.8755981,-0.1478873,0,-0.01324503,0.02604167,-0.1666667,-0.5357143,-0.225,-0.03680982,-0.01008946,0.00417
9/30/1999,0.03815029,0.01381215,0.1521739,-0.08571429,-0.06669565,0.07692308,-0.04937556,-0.05,-0.1041667,-0.1555556,-0.07142857,1.081633,0.07438017,0.1851852,-0.04026845,-0.04568528,-0.3,-0.3782051,0.02419355,-0.1464968,-0.02285367,0.004565
10/29/1999,0.04269663,0.004143646,-0.3459119,0.203125,-0.02512941,-0.07142857,4.21E-04,-0.09210526,0.02906977,-0.00877193,0.1794872,0.7573529,-0.1307692,-0.0390625,-0.07692308,0.08510638,-0.08571429,0.3195876,-0.05511811,0.03268657,0.06223235,0.00394
11/30/1999,-0.01795652,-0.03163686,-0.1153846,-0.05194805,-0.02604878,-0.1538462,-0.03803846,0.05797102,-0.04926554,0.2212389,0,-0.334728,0.2876106,-0.07317073,-0.04924243,0.3529412,0.03125,-0.25,0.1333333,0.02,0.03595485,0.004302
12/31/1999,0.02064805,0.02556818,0.06521739,-0.1506849,-0.0396962,-0.04545455,4.42E-04,0.3835616,-0.04191617,-0.07246377,-0.1956522,2.509434,0.1821306,0.03508772,-0.09561753,0.1666667,0.3333333,0.2083333,0.5588235,-0.03386809,0.08294688,0.004551
1/31/2000,0.02274475,-0.06741573,-0.06122449,0.1774193,-0.01514667,-0.1428571,0.04084849,-0.00990099,0,0,0.3648649,0.6630824,0.6511628,-0.06779661,0.09251101,0.1428571,0.09090909,0.3448276,0.3962264,0.01815498,-0.04035191,0.004339
2/29/2000,0.04440656,0.003012048,0.2173913,0.5205479,-0.001863013,-0.05555556,4.29E-04,-0.205,-0.02325,0.125,-0.00990099,1.987069,0.9295775,-0.009090909,-0.1129032,0.4945652,-0.2708333,0.02564103,1.648649,0.05839416,0.02874039,0.004262
3/31/2000,0.04341164,-0.02546547,0.08928572,-0.1081081,-0.001888889,0.25,0.01513726,-0.03144654,-0.05806452,0.3888889,0.08,-0.06493507,-0.06934307,-0.009174312,-0.1,0.1054545,0.3428572,-0.21875,-0.3367347,-0.04137931,0.05640326,0.004793
4/28/2000,0.01119179,-0.03448276,0.04918033,-0.1717172,0.02625352,-0.08235294,-0.02384466,-0.1818182,0.006849315,-0.28,0.009259259,-0.4598765,-0.1078431,0.009259259,0.1414141,0.06578948,-0.1702128,-0.2,-0.3384615,0.01410072,-0.05872428,0.004941
5/31/2000,0.01076513,0.04714286,-0.1015625,-0.08536585,0.02588889,-0.07692308,0.03544,0.03968254,-0.06612245,-0.1111111,0.1743119,-0.4157143,-0.421978,-0.009174312,0.2743363,-0.04629629,-0.2307692,-0.28,-0.1627907,0,-0.03799915,0.006164
6/30/2000,0.07250051,-0.006309148,-0.07826087,0.05333333,0.05293151,0.2222222,0.04897087,-0.2366412,0.05882353,-0.1484375,-0.0625,0.3300734,-0.08745247,-0.02777778,-0.2152778,0.2524272,-0.1333333,-0.05555556,0.2222222,-0.003571429,0.05081543,0.004348
7/31/2000,0.02508212,-0.01269841,0.05660377,-0.3924051,0.05084211,-0.1477273,4.09E-04,-0.04,0.125,0.03669725,0.1333333,-0.5514706,0.6041667,-0.04761905,-0.1238938,-0.1511628,0.07692308,-0.1470588,-0.1590909,-2.87E-04,-0.01747009,0.004468
8/31/2000,0.02005333,0.05466238,-0.1517857,0.4270833,0.06156962,-0.2,0.03779439,-0.07291666,0.02024691,-0.07964602,0.1470588,0.2377049,-0.3350649,0,0.09090909,0.3089802,0.07142857,-0.00862069,2.783784,0.01083033,0.0759553,0.005156
9/29/2000,0.01529057,-0.001463415,-0.1684211,-0.1240876,-0.02573494,-0.05,-0.03127602,-0.2808989,-0.01219512,0,-0.2115385,0.006622517,-0.1953125,0,0.02777778,-0.3052326,-0.1666667,0.1130435,-0.01428571,0.01071429,-0.05132193,0.005281
10/31/2000,-0.04143474,0.01242236,0.01265823,-0.55,-0.0517,-0.1578947,0.009802817,-0.25,0.00617284,-0.1778846,-0.08943089,-0.368421,-0.5728155,-0.01,-0.1711712,0.1079498,0.12,-0.25,-0.115942,0.0244523,-0.02361391,0.005153
11/30/2000,0.01048713,-0.04601227,-0.125,-0.03703704,-0.08181334,0.04166667,-0.004261682,-0.2083333,0.07533742,-0.1812865,-0.4285714,-0.578125,-0.2613636,-0.03030303,-0.01086957,-0.2416918,-0.1428571,-0.4166667,-0.08196721,0.005208333,-0.1012908,0.005308
12/29/2000,0.03512079,0.008102894,-0.1,-0.1923077,-0.03141176,1.46,0.02871698,0.2631579,-0.05287354,-0.3142857,-0.046875,-0.2716049,-0.2461538,-0.2083333,0.03296703,-0.03187251,-0.1666667,-0.03571429,0.3571429,0.03626943,0.01949199,0.005512
1/31/2001,0.07022223,0.05844156,-0.02222225,0.9047619,0.2588308,0.1707317,0.06160368,-0.02083333,0.1291262,0.04166667,0.704918,1.448813,0.4897959,1.368421,0.03191489,0,0.4,0.5185185,0.8157895,0.07973333,0.03843093,0.0069
2/28/2001,0.01666668,0.06674847,0.01298706,-0.05,-0.04071141,-0.1111111,5.58E-04,-0.106383,0.03912295,0.28,-0.1538462,-0.3920266,0.01712329,0.7777778,0.0927835,-0.2345679,-0.07142857,-0.1463415,-0.6231884,0.0310559,-0.0977988,0.003967
3/30/2001,-0.01180436,0.1461988,-0.1410257,-0.368421,0.01541666,0.3425,-0.03528386,-0.0952381,0.0975,-0.25,-0.02272727,-0.2258652,-0.2727273,0,-0.08490566,0.08602151,-0.3269231,-0.2571429,-0.4627404,0.03012048,-0.06893539,0.004678
4/30/2001,-0.007740724,-0.03020407,-0.1641791,0.8866666,-0.01784239,-0.03631279,0.01142337,0.3389474,-0.03948371,0.2,-0.01023253,0.4470589,-0.5762963,0.05,-0.01030928,0.2649505,0.1565714,0.1076923,0.2742729,0.02081875,0.08334619,0.00447
5/31/2001,0.04631218,0.04208752,0.3571429,0,0.01581196,0.305314,0.004822335,0.2264151,0.1173914,-0.1722222,0.1278195,-0.1902439,0.4825175,-0.2666667,0.2366667,-0.05385101,0.06719371,0.02222227,-0.03932578,-0.006912512,0.01088535,0.003911
6/29/2001,0.0200073,-0.006147525,0.3947369,-0.09893993,0.01106383,0.3101407,0.004822335,0.0205128,-0.03914592,-0.09395972,-0.09833336,-0.1686747,-0.2924528,-0.038961,-0.09164424,0.1581734,0.0185185,0.2173913,-0.2339181,0.03596295,-0.01726638,0.003001
7/31/2001,-0.01414265,0.002061824,0.09433962,-0.07843139,0.01744685,0.02146888,-0.008955735,-0.1407035,0.04074075,-0.07407409,-0.03881701,-0.3357488,0.00666666,0.2486486,0.05637984,-0.06571426,-0.1018182,-0.06250004,0.007633544,0.06472559,-0.0178269,0.003305
8/31/2001,0.0259336,0.05452678,0.1034483,0.02127668,-0.02917549,-0.0293142,0.03797793,-0.06432749,-0.08861209,-0.06400003,-0.0384615,-0.3490909,-0.1456954,0.1428572,0.01123594,-0.05382264,-0.09109318,0.003679875,-0.2727272,0.01057083,-0.0590489,0.003284
9/28/2001,-0.02514891,-0.01034146,-0.01562499,-0.2,-0.154956,-0.1230769,-0.02871888,0.04999995,-0.1981132,-0.1451281,-0.344,-0.4078212,-0.1860465,-0.05303034,-0.1013472,-0.1577247,-0.4432071,-0.2791328,-0.3541667,-0.03765689,-0.09073253,0.004224
10/31/2001,-0.01375473,0.01,0.2396825,0.5625001,-0.04577837,0.03963611,0.001951402,0.01190482,0.127451,-0.10018,0.4329268,0.7358492,1.047619,0.2,0.0834119,0.1711436,0.24,0.2218045,-0.1290322,0.1573913,0.02721858,0.002545
11/30/2001,0.05692609,0.007920822,0.08066577,0.22,-0.01778709,-0.02187502,0.01008122,0.09999997,0.03608695,0.5555556,-0.09361693,0.4130434,0.02790695,0.1166666,0.03423677,0.07339443,-0.232258,0.2630769,0.1481481,0.02264152,0.07823673,0.002106
12/31/2001,0.02808683,0.03575635,0.3033176,-0.02185797,-0.03757228,-0.01789136,-0.01862599,0.6844921,0.1073542,-0.05714281,0.1032863,-0.2115384,0.1945702,0.1119403,0.0965517,0.05189258,-0.1260505,0.2411692,0.1129033,0.0232472,0.01756852,0.001592
